news,label,date
"암호화폐 전문 미디어 코인텔레그래프에 따르면, 미국 최대 암호화폐 거래소 코인베이스가 이더리움(ETH) 미러링 버전 'ETH2'를 암호화폐 가격 지수에 추가한 것으로 나타났다. ETH2는 새로운 종류의 암호화폐가 아니며, ETH2 가격지수 추가는 코인베이스의 이더리움 지분증명(PoS) 전환 준비 작업의 일환으로 볼 수 있다는 게 미디어 측의 설명이다. 실제로 코인베이스 가격지수에 추가된 'ETH2'는 기존 ETH 가격과 동일한 가격을 나타냈으며, 시가총액, 유통량, 가격 변동성도 모두 ETH와 동일한 수치를 표시했다. 코인마켓캡 기준 ETH는 현재 5.55% 오른 4,362.63 달러에 거래되고 있다. ",1,2021.12.24
"코인텔레그래프에 따르면 테조스(Tezos)가 글로벌 컨설팅 기업 PwC를 통해 탄소 배출량 보고서를 발표, 지분증명(PoS) 전환 후 눈에 띄는 에너지 절감 효과를 거뒀다고 밝혔다. PwC는 보고서를 통해 ""작업증명(PoW)에서 지분증명 매커니즘으로 전환한 이후 테조스의 에너지 효율성이 크게 개선됐다. 해당 기간, 네트워크 활동이 증가했음에도 불구하고 탄소 배출량은 크게 감소했다""고 전했다. 테조스 네트워크의 각 트랜잭션에 대한 에너지 효율성은 70% 증가했으며, 연간 에너지 소비량은 0.001 TWh로 추정된다. 비트코인 및 이더리움의 연간 에너지 소비량은 각각 130 TWh, 26 TWh다. 테조스는 지난 6월 메인넷 출시 3주년을 맞이, 현재까지 가장 오랫동안 실질적으로 운영되고 있는 지분증명 블록체인이다.",1,2021.12.24
"미국인 10명 중 1명이 크리스마스 선물로 암호화폐를 줄 것이라고 밝혔다. 코인텔레그래프가 암호화폐 대출회사 블록파이가 지난 10월 1250명 이상 미국 거주자를 대상으로 실시한 설문조사 결과를 인용해 이같이 전했다. 크리스마스 선물로 암호화폐를 주거나 받을 것이라고 밝힌 응답자들은 비트코인(75%)을 가장 선호했고, 도지코인, 이더리움이 그 뒤를 이었다. NFT 선호도는 2%에 그쳤다. 한편 응답자의 4분의 1 미만이 누군가에게 선물로 암호화폐를 보내는 방법을 알고 있었다. 블록파이는 ""암호화폐가 인기 있는 주제가 되고 있지만, 관련 교육이 더 필요하다""고 전했다. 한편 새해 계획에 대한 질문에 밀레니얼 세대의 3분의 1은 암호화폐를 매수할 계획이라고 밝혔다. 응답자의 약 15%는 내년 NFT를 구매할 것이라고 답했다. 1997년 이후에 태어난 Z세대는 이더리움보다 도지코인 구매에 더 관심을 보였다.",0,2021.12.24
"* 본 컨텐츠는 음성으로 기사를 들으실 수 있습니다.12월7일, 오늘은 하루 만에 30% 급등한 암호화폐 '매틱(MATIC)'을 알아보도록 해요.이더리움 확장 솔루션 폴리곤(Polygon) 블록체인의 고유 암호화 자산인 매틱(MATIC)이 지난 24시간 동안 30% 가량 급등했습니다.",1,2021.12.24
"데이비드 솔로몬 골드만삭스 CEO가 CNBC 스쿼크박스에 출연해 비트코인, 이더리움을 보유하고 있지 않다고 언급했다. 그러면서 비트코인은 핵심(key thing)이 아니며, 블록체인 기술이 핵심이라고 덧붙였다. 앞서 코인니스는 골드만삭스가 비트코인 담보 대출 방안을 모색 중이라고 전한 바 있다.",0,2021.12.24
"이더리움(ETH) 공동창시자 비탈릭 부테린이 ETH 2.0의 '엔드게임(endgame)' 로드맵을 제시했다.6일(현지시간) 비탈릭 부테린은 개인 블로그를 통해 ""매우 높은 수준의 블록 생성빈도, 블록 크기(용량), 초당 수천건의 트랜잭션 처리 속도로 정의되는 '빅 블록체인'을 실제로 구현하려면 몇 년의 시간이 걸릴 것으로 전망된다""고 밝혔다. 그는 ""빅 블록체인으로 거듭나기 위해서는 ▲세컨드 티어 스테이킹 ▲사용자가 블록 유효성을 직접 확인할 수 있는 '사기 증명'(fraud proof)이나 ZK-SNAKS 도입 ▲데이터 가용성 샘플링 도입 ▲검열 방지를 위한 2차 거래채널 추가 등이 필요하다""고 말했다. 그는 ""샤딩 및 데이터 가용성 샘플링은 복잡한 기술이다. 사람들이 완전한 EVM을 구동하는 ZK롤업에 편안하게 자산을 예치하기 위해서는 수년간의 개선과 감사가 필요할 것이다. 또 크로스 도메인 MEV에 대한 연구 역시 초기 단계""라 설명했다. 그러면서도 확장 가능한 블록체인의 현실적이면서도 밝은 미래는 점차 뚜렷해지고 있다고 강조했다.또 국제결제은행(BIS)은 분기별 보고서에서 디파이가 추구하는 분산화는 환상에 불과하다고 지적했다.보고서는 ""자동화된 거래만으로 전체 시스템을 운영하는 데 한계가 존재한다. 디파이의 거버넌스 토큰은 투표권을 의미하며, 해당 투표권을 가진 사람들은 디파이 프로젝트에 영향을 미칠 수 있다. 이는 디파이를 기업과 유사한 법인으로 인식하도록 하는 기반이 될 수 있다""고 분석했다. 보고서는 ""디파이 내 의사 결정권이 소수의 투자자에게 집중돼 내부자 거래 등이 발생할 위험도 있다. 이러한 구조는 디파이가 정책 입안자들이 개입할 여지를 제공한다. 디파이가 소비자 보호, 자금세탁 및 범죄활동 방지, 금융 안정성 확보 등을 준수하도록 해야한다""고 덧붙였다. 이어 ""디파이가 상용화되면 디파이의 취약점이 재정 안정성을 약화시킬 수 있다""면서 취약점으로는 디파이에서 활용되는 스테이블코인 유동성 부족 문제, 디파이 간 상호 연결성 부족, 잠재적 충격을 흡수할 은행 부재 등을 지목했다.",0,2021.12.24
"최근 비트코인(Bitcoin, BTC) 가격이 5만1000달러를 넘어섬에 따라 더 큰 상승세를 기대해볼 수도 있다는 진단이 나왔다. 7일(현지시간) 바이비트가 ""불확실성으로 인해 주요 거래소의 BTC 거래량이 기대 이하였지만, 비트코인 가격이 5만1000달러를 조금 넘어서 더 큰 상승세를 기대해 볼 수 있다""고 진단했다. 바이비트는 ""이더리움도 4250달러 이상으로 안정세를 보인 뒤 회복 모멘텀을 얻고 있으며, 현재 4350달러 수준의 저항선에 머물고 있다. 온체인 지표에 따르면 스마트 머니 심리의 척도로 사용되는 비트코인 ​​호들러(Hodler, 장기 보유자) 행동은 그 어느 때보다 낙관적인 경향을 유지하고 있다""고 분석했다.이어 ""10월 27일 이후로 오랫동안 보유하고 있는 비트코인 공급량 중 2.63%만이 보유자가 바뀌었으며, 6개월 이상 보유하고 있는 비트코인 공급량 중 대다수도 사용되지 않고 있다""고 덧붙였다.이날 코인데스크에 따르면, 비트코인은 20% 폭락 후 이틀간 소폭 상승해 200일 이동평균선 위에서 안정세를 보이고 있으며, 주요 중앙거래소 거래량은 하락 중이다. 메이저 거래소들의 비트코인 무기한 선물 평균 펀딩비는 플러스로 전환됐으나, 이중 후오비, OKEx 등 중국계 거래소들은 회복이 더뎠다. 중국 공유차량업체 디디추싱의 뉴욕증권거래소(NYSE) 상장폐지 등 중국발 악재로 기술주들의 동조 하락 압박을 받은 중국의 지속적인 매각이 이뤄졌다는 진단이다. 특히 비트코인 RSI는 7월 이후 가장 많이 과매도된 상태로 매도자들이 포지션을 서서히 이탈하며 며칠간 과매도 상황이 지속될 수 있다. 단기 반등 가능하나 5만5000~6만달러 저항 지대에 막혀있으며, 장기적으로 주간 모멘텀 지표는 단기 약세장 직전인 4월 이후 처음으로 마이너스로 전환됐다는 설명이다.한편, 미국 자산관리사 페인캐피탈의 최고경영자(CEO) 페인(Payne)은 최근 야후파이낸스와의 인터뷰에서 ""비트코인을 비롯한 암호화폐 시장은 역사상 가장 큰 거품 중 하나""라고 말했다. 그는 ""결국 이 거품은 터질 것이고, 끝은 추악할 것""이라며 ""글로벌 암호화폐 시장의 가치는 2조달러를 상회한다. 닷컴 버블이 존재할 당시 닷컴 관련 주식 및 인플레이션 수준은 5억달러의 가치가 1조달러까지 증폭됐고, 그중 대부분은 오늘날 가치가 사라졌다""고 지적했다. 그러면서도 그는 ""다만 비트코인 시장으로 유입될 수 있는 돈은 아직 너무 많고, 점점 더 큰 카지노가 되어가고 있다. 과도한 유동성으로 인해 가격이 더 올라갈 여지가 있는 것은 사실""이라 덧붙였다.",-1,2021.12.24
"이더리움(Ethereum) 확장 솔루션 폴리곤(Polygon) 블록체인의 기본 암호화 자산인 매틱(MATIC)은 지난 24시간 동안 30% 가량 급등했다.폴리곤(MATIC, 시총 14위)는 12월 7일(한국시간) 오후 9시 현재 코인마켓캡 기준 2.34달러를 기록 중이다. 이는 24시간 전 대비 27.70% 급등한 수치다.폴리곤은 지난 24시간 동안 최저 1.78달러에서 최고 2.44달러까지 치솟았다. 시가총액도 165억 달러까지 급증하며, 현재 시총 14위에 위치해 있다. 이날 암호화폐 전문매체 유투데이는 암호화폐 데이터 분석업체 인투더블록(IntoTheBlock)을 인용 ""폴리곤이 최근 시장 매도세에서 회복되면서 대규모 거래가 증가하고 있다. 실제 지난 24시간 동안 MATIC에 대한 기관 투자가 50% 증가했다""고 전했다.한편 인기 있는 암호화폐 채널인 코인 뷰로(Coin Bureau)의 호스트 Guy는 최신 유튜브를 통해 ""레이어 2 스케일링 솔루션인 폴리곤(MATIC)은 이더리움의 치솟는 네트워크 거래 수수료의 혜택을 계속 받고 있다""며, ""MATIC의 가격 급등은 폴리곤의 지속적인 채택과 비탈릭 부테린(Vitalik Buterin) 이더리움 창시자가 참석할 폴리곤 영지식 데이(zk day) 이벤트 때문이다""고 진단했다.",1,2021.12.24
"디크립트에 따르면 비트코인 ETF 발행사 3iQ, 제미니, 플랫폼 제공업체 BITRIA가 미국의 부유한 고객을 대상으로 고급(화이트 글로브) 암호화폐 투자 계정을 제공한다. 별도관리계정(SMA)의 최저 투자액은 10만달러로, 고객을 대신해 3iQ의 어드바이저가 관리한다. 제미니는 비트코인, 이더리움 등 자산을 수탁하고, BITRIA는 고객과 어드바이저가 계정에 접근할 수 있는 플랫폼을 제공한다. 33억달러 자산을 운용하고 있는 토론토 기반 3iQ가 미국 자회사인 3iQ 디지털 애셋과 함께 프로덕트를 출시하는 것은 이번이 처음이다.",1,2021.12.24
"이틀간 쓰리애로우캐피털(3ac)이 9만 ETH 이상을 매수했다는 소식에 대해 쓰리애로우캐피털 CEO/CIO 쑤주(Zhu Su)가 ""10만 ETH는 먼지 수준이다. 추가 매수할 것(more coming)""이라고 전했다. 그러면서 ""이더리움 L1은 여전히 신규 사용자에겐 사용성이 떨어지지만, 이번 주말처럼 패닉 덤프가 왔을 때 이더리움을 계속 사들일 것""이라고 덧붙였다. 앞서 코인니스는 최근 이틀간 다수 거래소에서 쓰리애로우캐피털로 4억달러 상당 ETH(91,477개)가 이체됐다고 전한 바 있다.",1,2021.12.24
"바이비트가 ""불확실성으로 인해 주요 거래소의 거래량이 기대 이하였지만, 비트코인 가격은 51,000달러를 조금 넘어서서 더 큰 상승세를 기대해 볼 수 있다""고 진단했다. 이어 ""같은 맥락에서 이더리움도 4,250달러 이상으로 안정세를 보인 뒤 회복 모멘텀을 얻고 있으며 현재 4,350달러 수준의 저항선에 머물고 있다. 또한, 온체인 지표에 따르면, 스마트 머니 심리의 척도로 자주 사용되는 비트코인 ​​호들러(Hodler, 장기 보유자)의 행동은 그 어느 때보다 낙관적인 경향을 유지하고 있다. 10월 27일 이후로 오랫동안 보유하고 있는 비트코인 공급량 중 2.63%만이 보유자가 바뀌었으며, 6개월 이상 보유하고 있는 비트코인 공급량 중 대다수도 사용되지 않고 있다""고 덧붙였다.",1,2021.12.24
"EVM 스마트 계약을 위한 비트코인 보안 레이어 1이 블록 높이 131만7500에서 메인넷에 도달했다. 이에 따라 최고의 EVM 레이어 2 발전을 지원하기 위한 1단계 NEVM 실행이 완료됐다.시스코인(Syscoin)은 2014년 설립된 분산형 오픈 소스 프로젝트로서 NEVM 업그레이드는 단일 조정 플랫폼에서 비트코인(Bitcoin)과 이더리움(Ethereum)의 장점을 결합한다. 단일 플랫폼인 시스코인에서 진행되는 ZK-Rollups를 통해 비트코인의 검증된 보안성과 이더리움의 튜링 완전 프로그래밍 가능성이 레이어2 확장성으로 격상되면서 블록체인 기술이 진화할 전망이다.실제로 시스코인 네트워크로 업그레이드하면 무제한 분산, 확장성 및 경제성을 유지하도록 구축된 모듈형 체인에서 비트코인 PoW 보안의 모든 이점과 스마트 계약의 유연성을 동시에 누릴 수 있다. 병합 채굴을 채택한 PoW 보안은 비트코인의 금본위제 보안에 이미 사용된 리소스를 재활용하는 효과적인 친환경 에너지 솔루션이다. 이러한 접근 방식은 비트코인과 이더리움 모두를 겨냥한 가장 큰 비판을 해결했다.솔리니티(Solidity)와 EVM 간의 완전한 호환성 덕분에 이더리움을 포함한 모든 EVM 기반 프로젝트가 시스코인 NEVM의 확장성과 저렴한 비용을 활용할 수 있는 기반이 마련된 것. 이를 통해 이더리움 2.0이 제공하는 약속을 효과적으로 뛰어넘고, 블록체인 기술이 직면한 트릴레마(trilema)를 해결했다.이러한 시스코인 NEVM은 메타버스, 스마트시티를 실행하고, 공공기관과 민간기관 요구사항을 모두 수용할 수 있는 세계 최초의 성숙한 블록체인을 제공하기 위한 전략의 1단계 목표다. 시스코인 프로젝트는 내년 1분기에 ZK-Rollups와 함께 최대 21만 TPS 속도로 향상시켜 2단계 목표를 완수하고, 내년 3분기에는 독점적인 Validium 기술을 구현하여 400만 TPS 달성과 함께 3단계 목표를 이룰 전망이다. 이와 관련해 시스코인의 수석 개발자 Jagdeep Sidhu는 ""이러한 과정은 이더리움에서 실행되는 프로젝트가 시스코인 플랫폼으로 마이그레이션할 수 있고 즉시 거래 수수료를 거의 100% 절약할 수 있고, 그 절감액이 사용자 기반으로 전달될 수 있음을 의미하기에 중요하다""고 설명했다.그는 ""시스코인은 비트코인과 이더리움 최고의 기능을 활용한다. 따라서 이더리움의 프로그래밍 가능성을 유지하면서도 비트코인이 제공하는 보안을 제공할 수 있다. 또 확장 가능한 앱(APP)은 ZKP를 통해 시스템에 탑재되므로 이더리움 가스 요금에 대해 제안된 분산 비용 모델을 도입할 것""이라 덧붙였다.",1,2021.12.24
"글래스노드 데이터에 따르면, 거래소 내 이더리움 보유량이 1400만 개까지 하락해 3년래 최저를 기록했다.",-1,2021.12.24
