news,label,date
"금융정보 플랫폼 파사이드 인베스터(Farside Investors) 데이터에 따르면 9월 27일(현지시간) 미국 이더리움 현물 ETF에 총 5862만 달러 상당 자금이 순유입된 것으로 집계됐다. 피델리티 FETH에 4250만 달러, 블랙록 ETHA에 1150만 달러, 비트와이즈 ETHW에 540만  달러가 순유입된 반면, 그레이스케일 ETHE에서 1070만 달러가 순유출됐다.",0,2024.10.22
"엠버CN이 X를 통해 ""파라파이 캐피털이 5시간 전 5,134 ETH(약 1,384만 달러)를 코인베이스 프라임으로 이체한 것으로 보인다. 해당 이더리움은 파라파이 캐피털이 아이겐레이어에서 상환한 것으로, 이들은 작년 12월 이더리움 가격이 2175 달러일 때 이 이더리움을 채굴을 목적으로 아이겐레이어에 예치했었다""고 전했다.",0,2024.10.22
"트레이더T(TraderT)가 X를 통해 ""9월 27일(현지시간) 그레이스케일 이더리움 현물 ETF(ETHE)에서 1072만 달러 순유출이 있었다. 그레이스케일에서는 출시 이후 48 거래일 동안 36.1%의 보유 ETH가 유출됐으며, 101일이 되는 시점인 11월 7일까지 50%가 유출될 것으로 보인다""고 전했다.",-1,2024.10.22
"더블록에 따르면 코인베이스가 보고서를 발표, 지난주 블록체인 전반의 온체인 활동이 크게 늘어나면서 이더리움 거래 수수료가 급등했다고 전했다. 지난 9월 16일(현지시간)부터 26일까지 10일 간의 이더리움 평균 가스 수수료는 이전 30일 평균보다 498% 상승했다. 현재 이더리움 중간 수수료는 1.69 달러로, 이달 초 0.09 달러 대비 크게 올랐다.",-1,2024.10.22
"탈중앙화 암호화폐 거래소(DEX) dYdX가 공식 블로그를 통해 오는 10월 28일 21시 5분(한국시간)부터 v3 운영을 종료한다고 밝혔다. 이에 따라 이용자들은 이 전까지 v3에서 자금을 출금해야 하며, 종료일 이후부터 자금은 이더리움 스마트컨트랙트에 보관된다. 아울러 dYdX는 올해 가을 중으로 dydx 언리미티드(Unlimited)를 출시할 계획이라고 덧붙였다.",0,2024.10.22
"전 골드만삭스 임원이자 암호화폐 투자자인 라울 팔(Raoul Pal)이 비트코인(BTC) 대신 솔라나(SOL)와 밈코인에 주력하고 있다고 밝혀 화제를 모았다.암호화폐 전문매체 유투데이에 따르면 팔은 27일(현지시간) X를 통해 최근 자신의 암호화폐 투자 전략을 공유하며, 솔라나(SOL)를 ""메인 게임""으로 보고 있으며, 수이(SUI)와 밈코인인 스모킹 치킨 피쉬(SCF), 도지코인(DOGE)에도 투자하고 있다고 밝혔다. 또한, 그는 문화적 NFT에도 장기적으로 투자하고 있다고 덧붙였다.이에 대해 비트코인 강력 지지자인 마이클 세일러(Michael Saylor) 마이크로스트래티지 CEO는 팔이 비트코인에 소홀해졌다는 취지로 ""비트코인이 그리워한다""는 반응을 보였다.팔은 이에 대해 비트코인의 미래를 여전히 긍정적으로 보고 있지만, 현재 자신은 더 높은 수익을 위해 리스크가 큰 자산에 투자하는 전략을 취하고 있다고 설명했다.그는 ""나는 잘해왔다""며 초기 비트코인 투자자였고, 첫 BTC를 200달러에 매수해 비트코인을 초과하는 성과를 거두었다고 주장했다.팔의 이러한 입장은 일부 비트코인 지지자들로부터 비판을 받기도 했지만, 그는 수익을 최우선으로 하고 있으며, 웹3 성장에 기여하고자 한다는 입장을 고수했다.또한, 자신의 포트폴리오에는 NFT를 제외한 이더리움(ETH)은 포함되어 있지 않다고 강조했다.",0,2024.10.22
"에테나(Ethena)가 블랙록(BlackRock)의 토큰화된 미국 국채 펀드 BUIDL로 지원되는 새로운 스테이블코인 UStb를 출시할 계획이라고 발표했다. 이번 출시를 통해 Ethena는 기존의 스테이블코인 시장에서 독보적인 위치를 강화할 것이라고 밝혔다. Ethena는 현실 자산을 블록체인 상에서 토큰화하는 플랫폼인 Securitize와 협력해 UStb를 출시할 예정이다. Securitize는 현재 BlackRock, Hamilton Lane, KKR을 포함한 글로벌 자산운용사들의 다양한 자산 클래스를 토큰화하여 총 9억 5천만 달러 이상의 투자를 지원하고 있다.독립적인 스테이블코인 UStb는 Ethena의 기존 스테이블코인인 USDe와는 완전히 독립적인 새로운 제품이다. Ethena는 이번 UStb 출시를 통해 기존 USDe와는 다른 위험 관리 프로파일을 제공하며, 시장 내 안정성과 유연성을 더욱 강화할 것으로 보고 있다.USDe는 합성 달러로, 지난 2월 출시 이후 빠르게 성장해 현재 유통 공급량이 26억 달러에 이르며, 글로벌 스테이블코인 시장에서 다섯 번째로 큰 규모를 기록하고 있다. 그러나 UStb는 USDe와는 다르게 BlackRock의 USD Institutional Digital Liquidity Fund(BUIDL)에 자산을 투자하며, 이는 이더리움 블록체인에서 토큰화된 펀드이다.BUIDL 펀드는 미국 달러와 단기 미국 국채, 환매 약정을 통해 운용되며, 올해 3월 출시 이후 5억 2천만 달러 이상의 자산을 관리하는 가장 큰 토큰화된 미국 국채 펀드로 자리 잡았다. 21.co의 데이터에 따르면, 현재 토큰화된 정부 증권 시장의 규모는 20억 달러를 넘어서고 있다.USDe는 전통적인 스테이블코인과 달리 파생상품을 활용한 헤징 전략을 사용하며, 이더리움, 비트코인, 솔라나 등 암호화 자산을 담보로 삼고 있다. 이를 통해 달러 페그를 유지하며, 차익 거래 기반의 발행 및 상환 시스템을 통해 운영된다. 반면 UStb는 BlackRock의 토큰화된 펀드를 담보하여 더 전통적인 자산 기반의 스테이블코인 역할을 할 예정이다.USDe는 지난 8월 암호화폐 시장의 변동성 테스트 동안 약 1억 달러의 상환 요청을 받아 일시적으로 가격이 $0.997로 하락했으나 빠르게 $1 수준으로 복귀했다. Ethena Labs는 도메인 등록 계정의 보안 문제로 일시적으로 프론트엔드를 비활성화하기도 했다.Ethena는 UStb가 어려운 시장 상황에서 USDe의 위험을 완화하는 데 기여할 수 있다고 밝혔다. Ethena의 거버넌스에 따라 필요할 경우 USDe의 파생상품 포지션을 청산하고 자산을 UStb로 전환해 위험을 관리할 수 있을 것이라고 설명했다.또한, UStb는 Bybit, Bitget 등 Ethena와 파트너 관계를 맺은 중앙화 거래소에서 USDe를 대체할 수 있는 마진 담보로도 사용될 예정이다.한편, Ethena Labs는 올해 2월 Dragonfly와 BitMEX 설립자인 Arthur Hayes의 가족 투자 회사인 Maelstrom이 공동 주도한 전략적 자금 조달 라운드를 통해 1,400만 달러를 유치한 바 있으며, 당시 기업 가치는 3억 달러로 평가되었다.",1,2024.10.22
"이번 주 중국 암호화폐 채굴 기업의 해시레이트 조사 결과가 암호화폐 업계에서 주목받았다. 호주와 두바이는 현지 사업을 운영하는 암호화폐 기업을 대상으로 한 법률 의무 강화에 나섰다. 반면, 미 의회에서 미국 증권거래위원회(SEC)에 암호화폐 수탁 의무 회계 지침(SAB 121) 폐지를 촉구했다.이번 한 주간 세계 곳곳에서 전달된 암호화폐 관련 이슈를 아래와 같이 전한다.중국 채굴 기업, 암호화폐 금지 정책 시행 후에도 비트코인 해시레이트 장악야후파이낸스는 크립토퀀트 주기영 대표의 조사 결과를 인용, 2021년 중국 정부가 암호화폐 금지법을 도입한 후에도 중국 가상자산 채굴 기업이 채굴 풀을 장악했다고 24일 보도했다.주 대표의 조사 결과에 따르면, 중국 채굴 풀은 비트코인 전체 해시레이트의 55%를 차지했다. 미국 채굴 풀의 비중은 약 40%로 확인됐다. 이번 조사 결과는 중국 정부가 2021년 암호화폐 거래 금지법을 도입한 사실을 고려했을 때 주목할 만한 결과이다.지난 달 전 세계 채굴 업계의 매출은 전월 대비 10.5% 감소한 8억 2,756만 달러로 집계됐다. 또한, 지난해 9월 이후 비트코인 채굴 업계가 기록한 최악의 실적이기도 하다.한편, 갤럭시 디지털(Galaxy Digital) CEO 마이크 노보그라츠(Mike Novogratz)는 X(구 트위터)에 중국이 2024년 말 비트코인 금지법 시행을 해제할 가능성을 제기하며, 암호화폐 시장 전체에 중요한 영향을 미칠 것이라고 전했다.미국 국회의원 42人, 금융 기업의 암호화폐 수탁 의무 회계 지침 폐지 촉구패트릭 맥헨리(Patrick McHenry), 신시아 루미스(Cynthia Lummis), 프렌치 힐(French Hill) 의원을 포함한 미국 국회의원 42명이 금융 기업의 암호화폐 수탁 의무 회계 지침(SAB 121) 폐지를 촉구하는 내용의 서한에 서명했다.양당 의원의 지지를 얻은 해당 서한은 “SAB 121 무효화를 위한 초당적 공동 결의안(HJ Res. 109)을 통해 의회는 명확한 메시지를 24일(현지 시각) 전달했다. 우리는 SAB 121 철회를 촉구한다”라며, “SAB 121은 확립된 표준과 충돌하며, 수탁 기관의 법적, 경제적 의무를 정확하게 제시하지 못했다. 자칫하면 소비자가 금전 손실 위험성이 더 큰 상황을 접할 수 있다”라고 주장했다.한편, 조 바이든 미국 대통령도 HJ Res. 109에 대해 거부권을 행사한 바 있다.호주 당국, 암호화폐 기업 라이선스 의무화 규정 도입암호화폐 전문 매체 코인텔레그래프는 호주 규제 당국이 암호화폐 거래소의 금융 서비스 라이선스 의무화 제도를 도입할 계획이라고 23일 발표했다.알란 커크랜드(Alan Kirkland) 호주증권투자위원회(ASIC) 위원은 23일 시드니에서 진행된 디지털 서밋에 참석하여 기업법(Corporations Act) 규정에 따라 비트코인, 이더리움(Ethereum, ETH) 등 대다수 가상자산을 금융상품으로 본다는 ASIC의 원칙을 라이선스가 필요한 이유로 제시했다.커크랜드 위원은 “ASIC는 암호화폐 산업의 책임감 있는 혁신을 지지한다. 하지만 소비자 피해와 시장 문제 가능성을 고려할 필요가 있는 점에서 규제 기관의 감독이 필요하다”라며, “ASIC는 라이선스 제도와 소비자 보호가 위험성을 완화하는 동시에 소비자의 신뢰와 시장 무결성을 강화할 방법이라고 본다”라고 말했다.두바이, 암호화폐 기업 마케팅 규제 강화블룸버그, 코인텔레그래프 등 복수 외신은 두바이 가상자산 규제청(VARA)이 암호화폐 기업 마케팅을 강화한다고 26일 보도했다. 강화된 규제에 따라 현지에서 암호화폐 서비스를 운영하는 기업은 “가상자산 투자 시 투자금 전체 또는 일부를 잃을 수 있다”라는 경고 문구를 포함해야 한다.VARA CEO 매튜 화이트(Matthew White)는 암호화폐 기업 마케팅과 관련하여 구체적이면서도 실현이 가능한 지침이 가상자산 서비스 제공 기업의 책임감 있는 서비스 제공, 투명성 및 신뢰 형성으로 이어질 것이라고 전했다.VARA의 암호화폐 마케팅 콘텐츠의 경고 문구 작성 의무화는 10월 1일 자로 도입될 예정이다.",-1,2024.10.22
"인투더블록은 ""이번 주 이더리움 수수료가 6월 이후 최고치에 달했다. 4520만 달러 수수료가 발생해 전주 대비 188.51% 급증했다""고 전했다.",1,2024.10.22
"스팟온체인이 “최근 온체인 데이터를 분석해봤을 때, 이더리움 기반 밈코인 네이로(NEIRO)가 축적 단계에 있는 것으로 보인다""고 전했다. 그러면서 “암호화폐 마켓 메이킹 업체 윈터뮤트는 현재 5297만 NEIRO(497만 달러)를 여전히 보유하고 있다. 이는 NEIRO 공급량의 약 5.3% 수준이다. 이외에도 대형 고래 주소들이 막대한 물량의 NEIRO를 매집하는 움직임을 보이고 있다""고 설명했다.",0,2024.10.22
"오닉스(XCN) 프로토콜이 X를 통해 ""이더리움 기반 오닉스 프로토콜 해킹 피해 복구 및 보상 제안에 대한 투표가 곧 시작될 예정이다. 해당 제안은 이더리움 기반 대출 시장 운영 중단 및 해킹 피해금 전액 보상을 골자로 한다""고 전했다. 오닉스는 320만 달러 규모 해킹 피해를 입은 것으로 알려졌다.",-1,2024.10.22
"록온체인에 따르면 지난 26일 트론(TRX) 기반 USDT의 거래량은 176.7억 달러로, 이더리움(ETH) 기반 USDT 거래량(60억 달러)보다 약 3배 많았다.",0,2024.10.22
